,index,user_id,created_at,text,state,county
25659,346,256151475,8/26/2017,the shop be close today because of tropical storm and flood here new reversible jacket,Texas,Harris County
25676,377,88121538,8/26/2017,harvey limit bread selectiom kroger,Texas,Harris County
25681,382,359624930,8/26/2017,my house be pin we be get ton of rain and under tornado,Texas,Harris County
25718,443,{'$numberLong': '2812345542'},8/26/2017,we be here to support our customer impact by harvey call 800 servpro,Texas,Harris County
25719,444,{'$numberLong': '2476631657'},8/26/2017,about two hour ago moore restive and wind now harvey harvey2017 san marcos texas,Texas,Hays County
25727,462,75225335,8/26/2017,storm tip whataburger,Texas,Harris County
25735,471,19136087,8/26/2017,pray oyster creek bank can hold throughout the storm hurricaneharvey hurricane,Texas,Fort Bend County
25760,498,581296041,8/26/2017,wait for the storm to pas jazz jazzduet trumpet horn lennieniehaus austin texas,Texas,Travis County
25815,567,1047136741,8/26/2017,hurricane harvey get like service start at weareopen eastsideaustin kuneho,Texas,Travis County
25816,568,34922133,8/26/2017,at 20 pm cuero dewitt co tx broadcast medium report hurricane ewx,Texas,DeWitt County
25823,579,24153476,8/26/2017,because hurricane mean burger and beer right southtown 101 in san antonio tx,Texas,Bexar County
25826,582,1102859833,8/26/2017,this who wanna have beer pong tournament at they apt tonight fuck harvey,Texas,Orange County
25837,598,34921867,8/26/2017,at 24 pm ingleside san patricio co tx social medium report hurricane crp,Texas,San Patricio County
25853,619,21004836,8/26/2017,harvey bring some rain to make powerlines just little bite more,Texas,Bexar County
25892,673,325657162,8/26/2017,happy birthday momma no hurricane be gonna stop me from celebrate,Texas,Denton County
25931,726,375512930,8/26/2017,during 1946 texas hurricane my great grandfather swim ten mile amp,Texas,Harris County
25937,732,11106922,8/26/2017,hurricane be not so bad in southaustin so far send love amp protection to all those in,Texas,Travis County
25939,735,58624342,8/26/2017,second shelter open in dallas for hurricane harvey evacuee,Texas,Dallas County
25941,740,58624342,8/26/2017,it true that harvey be no longer hurricane but that do not lessen the threat wind damage mostly over but,Texas,Dallas County
25952,756,153064336,8/26/2017,we lose tree and gain new friend in help neighbor harvey austin texas,Texas,Travis County
26005,835,1265772084,8/26/2017,just watch the pool across the street overflow harvey atxwx mileniumrainey rainey,Texas,Travis County
26049,30,154966325,8/26/2017,bore during hurricane make gallery wall think our apartment be close to complete,Texas,Fort Bend County
26101,103,986602927,8/26/2017,run away to west texas from harvey alpine texas,Texas,Brewster County
26148,162,58624342,8/26/2017,scene from corpus christi harvey pic via jonathan mccomb nbc dfw,Texas,Dallas County
26150,164,39632074,8/26/2017,hurricane party lunch with mom and jeff have blast on this more,Texas,Travis County
26151,167,58624342,8/26/2017,there be no confirmation of any fatality due to harvey gov greg abbott say saturday afternoon more,Texas,Dallas County
26232,275,290086301,8/26/2017,the hurricane watch crew at the ready some more than others village grove pasadena texas,Texas,Harris County
26235,278,351915951,8/26/2017,damage around my location this morning in corpus christi tx harvey corpus christi texas,Texas,Nueces County
26244,289,{'$numberLong': '2444758598'},8/26/2017,what hurricane we get your meat texas bbq hurricaneharvey bluemoonbbq blue moon bbq,Texas,Brazos County
26255,311,98690368,8/26/2017,trainer really work even during hurricane here in houston orangewhipgolf,Texas,Harris County
26282,347,{'$numberLong': '3694516579'},8/26/2017,20 off sale all weekend just use promo code harvey at checkout freeshipping on order,Texas,Bexar County
26312,384,34856807,8/26/2017,what hurricane repost qualityoverquanity fountainofgains houstonpersonaltrainer nfl,Texas,Harris County
26316,388,385525679,8/26/2017,ve have no power and need to eat feedme hurricaneharvey harvey sanantonio whataburger in san antonio tx,Texas,Bexar County
26334,410,{'$numberLong': '4648259119'},8/26/2017,out here smile and make key for out fellow austinites during hurricaneharvery hurricane,Texas,Travis County
26364,446,351915951,8/26/2017,familiar face in the storm coverage harvey corpus christi texas,Texas,Nueces County
26375,459,38163318,8/26/2017,what else would do on hurricane drench day happy national dog day ivann not sure,Texas,Montgomery County
26398,487,22790724,8/26/2017,harvey kitten we save kitten from the possibly fate of drown they where bear in,Texas,Harris County
26405,498,34922133,8/26/2017,at 57 pm ne sutherland spring wilson co tx broadcast medium report tropical storm ewx,Texas,Wilson County
26415,512,28012488,8/26/2017,this be how you protect yourself from harvey in houston maskingtape,Texas,Harris County
26482,612,392633675,8/26/2017,mijn collega daniel stapt zijn huis uit in houston na hurricane,Texas,Harris County
26491,625,103719442,8/26/2017,there storm brew renaissance dallas hotel,Texas,Dallas County
26496,633,58624342,8/26/2017,hurricaneharvey downgrade to tropical storm but danger far from over txwx,Texas,Dallas County
26535,691,44356271,8/26/2017,hurricane harvey cracker barrel old country store,Texas,Harris County
26561,725,34921867,8/26/2017,at 11 pm rockport aransas co tx social medium report hurricane crp,Texas,Aransas County
26588,759,{'$numberLong': '2254421094'},8/26/2017,support harvey kacy in dallas at the shakedallasmusicandartsconf,Texas,Dallas County
26598,770,34922133,8/26/2017,at 12 pm poth wilson co tx fire dept rescue report tropical storm ewx,Texas,Wilson County
26611,787,333078758,8/26/2017,flight down to dfw this morning hurricane harvey bring in some neat cloud dallas fort,Texas,Tarrant County
26633,820,21222993,8/26/2017,little something to take our mind off hurricane harvey davis mountain,Texas,Jeff Davis County
26636,824,621872337,8/26/2017,hurricane watch harvey be here flood have begin flee for,Texas,Dallas County
26657,856,590185677,8/26/2017,tornado warn continue for colmesneil tx rockland tx until 30 pm cdt,Texas,Tyler County
26670,873,{'$numberLong': '882987102752911360'},8/26/2017,and thank to our friend with the local law enforcement we be fat and happy harvey can not keep,Texas,Montgomery County
26678,9,40479864,8/26/2017,hurricane at in houston tx,Texas,Harris County
26685,17,34921867,8/26/2017,at 16 pm nursery victoria co tx nw employee report hurricane crp,Texas,Victoria County
26699,44,34922009,8/26/2017,at 44 be se humble harris co tx broadcast medium report tornado hgx,Texas,Harris County
26701,46,34922009,8/26/2017,at 11 17 pm angleton brazoria co tx law enforcement report tornado hgx,Texas,Brazoria County
26703,48,34922009,8/26/2017,at 45 pm 10 bay city matagorda co tx broadcast medium report tornado hgx,Texas,Matagorda County
26706,51,34922009,8/26/2017,at 30 be manvel brazoria co tx emergency mngr report tornado hgx,Texas,Brazoria County
26716,61,34922009,8/26/2017,at 05 be college station brazos co tx broadcast medium report tornado hgx,Texas,Brazos County
26728,74,34921867,8/26/2017,at 19 pm ne rockport aransas co tx social medium report hurricane crp,Texas,Aransas County
26821,198,1223340600,8/26/2017,we hope everyone be safe and dry today hurricane harvey be be jerk and we ll be close,Texas,Travis County
26851,241,45289759,8/26/2017,harvey no trajo hasta ac shoppingday lagringamayfriend en,Texas,Webb County
26863,256,1009973095,8/26/2017,explore little bite of atx before the storm latergram texasstatecapitol mountbonnell,Texas,Travis County
26892,296,{'$numberLong': '2584829180'},8/26/2017,despite the strong storm and rain today due to hurricane harvey we be able to help with the,Texas,Harris County
26897,301,34922133,8/26/2017,at 29 pm lockhart caldwell co tx emergency mngr report tropical storm ewx,Texas,Caldwell County
26902,308,{'$numberLong': '880466102345768960'},8/26/2017,hurricane harvey be in and out for the next few day here in south texas keep everyone here,Texas,Brazoria County
26957,372,16399993,8/26/2017,harvey edge have be sit on for 12 hr or so and at least here in windsor park,Texas,Travis County
26969,386,{'$numberLong': '2211091946'},8/26/2017,two steppin our way into sophomore year hurricane harry,Texas,Brazos County
26986,411,43388442,8/26/2017,wait for harvey to blow through like latergram green,Texas,Travis County
27025,467,14122878,8/26/2017,meanwhile in downtown houston harvey hurricaneharvey station houston,Texas,Harris County
27065,523,{'$numberLong': '2398118154'},8/26/2017,element open reception have be reschedule due to hurricane harvey join friday,Texas,Travis County
27158,644,93649789,8/26/2017,they out here buy shirt like what hurricane youaintoneofus hurricaneharvey,Texas,Harris County
27217,720,614806191,8/26/2017,nothing will keep me from this not even hurricane steward,Texas,Freestone County
27274,803,824261245,8/26/2017,harvey damage pic bay area corpus christi texas,Texas,Nueces County
27280,810,376523009,8/26/2017,we sit in tropical storm harvey think what my best travel read and hand down my,Texas,Guadalupe County
27290,823,126621379,8/26/2017,fuck harvey imbigjohnbitch downtown houston,Texas,Harris County
27316,866,193833075,8/26/2017,here come the rain amp gusty wind here in san antonio from tropical storm harvey the storm be,Texas,Bexar County
27336,24,{'$numberLong': '707980530311045120'},8/26/2017,harvey team stay safe everyone austin texas,Texas,Travis County
27392,99,{'$numberLong': '2611905614'},8/26/2017,well end up have brunch at home due to hurricane harvey dent haha hope everyone be stay,Texas,Bexar County
27405,116,384597471,8/26/2017,harvey be pretty well behave so far at our house northwest,Texas,Travis County
27460,190,56529847,8/26/2017,tonight we be still make it happen let beat the storm and rage dm for guestlist more,Texas,Harris County
27480,225,1194198229,8/26/2017,teddy wait for the hurricane austin texas,Texas,Travis County
27487,235,476083,8/26/2017,wait for the end of the storm tiredoldman yougottabekittenme between the darkness and the,Texas,Bexar County
27497,247,19552454,8/26/2017,sketchklubb hurricane edition pt hurricane moleskine storyboard brushpen,Texas,Harris County
27498,249,27328329,8/26/2017,how else would you wait out hurricane dirtythirty deep eddy vodka distillery in tx,Texas,Hays County
27503,256,1979562895,8/26/2017,just pas time think about be back in florida wait for another band of storm to,Texas,Fort Bend County
27518,275,117865805,8/26/2017,my view earlier during these storm hope everyone be safe ratherbepaddleboarding onnit,Texas,Williamson County
27553,322,59371912,8/26/2017,aboutlastnight thegiftd1 show up and show out last night in spite of the hurricane and we,Texas,Harris County
27578,358,351915951,8/26/2017,small cv pharmacy be destroy and yes there re looter harvey rockport texas,Texas,Aransas County
27586,370,44198766,8/26/2017,have hurricane harvey lunch break with wifey god have keep hurricaneharvey akashi,Texas,Fort Bend County
27632,432,24116700,8/26/2017,now this be how handle hurricaneharvey hurricane hurricaneparty at urgent care,Texas,Harris County
27664,472,1607293561,8/26/2017,saturday 1on1 train hurricane harvey will not stop 1on1 hurricaneharvey,Texas,Harris County
27673,483,34918264,8/26/2017,at 55 pm honey island hardin co tx 911 call center report tornado lch,Texas,Hardin County
27692,508,4020881,8/26/2017,dobby rid out the storm in momma map greyhound greyhoundsofinstagram seguintexas,Texas,Guadalupe County
27697,514,{'$numberLong': '2444319204'},8/26/2017,such dreary weather here in dallas but thankful we be far enough away from harvey many prayer,Texas,Dallas County
27725,551,127041541,8/26/2017,the demon which lurk houston bayou houston harvey bray bayou,Texas,Harris County
27741,571,141602366,8/26/2017,this be what hurricane harvey bring me last night hurricaneharvey but mom pick her up,Texas,Fort Bend County
27744,576,17730162,8/26/2017,there hurricane outside we grillin steak hurricaneharvey sanantonio texas storm,Texas,Bexar County
27792,629,1087522507,8/26/2017,saturday brunch with this guy yep my hubby we be have fun and stay dry while harvey,Texas,Harris County
27883,744,{'$numberLong': '888073004030230528'},8/26/2017,cant wait for this storm to be,Texas,Harris County
27928,802,60984870,8/26/2017,can not believe the devastation of hurricane harvey and to think week ago we have group in,Texas,Aransas County
27946,829,41702664,8/26/2017,join in pray for our fellow texan who be deal with the aftermath of hurricane harvey,Texas,Tarrant County
27964,850,85636450,8/26/2017,alert update tropical storm harvey advisory 26 watch max wind 102kph 63mph gust of 120kph 75mph,Texas,DeWitt County
27976,864,{'$numberLong': '729400811114008577'},8/26/2017,san antonio get the wrath of hurricane harvey gopro goprosession goprovideo goproquik,Texas,Bexar County
27980,868,333448200,8/26/2017,current weather around the houston area hurricaneseason hurricaneharvey hurricane harvey,Texas,Harris County
27988,877,34922133,8/26/2017,at 37 pm poth wilson co tx fire dept rescue report tropical storm ewx,Texas,Wilson County
27998,8,34921867,8/26/2017,at 38 pm odem san patricio co tx broadcast medium report hurricane crp,Texas,San Patricio County
28003,17,{'$numberLong': '830133850080698372'},8/26/2017,pray for all of those on the texas coast that be be affect by hurricane harvey,Texas,Menard County
28010,28,1253011800,8/26/2017,hurricane harvey damage victoria texas victoriatexas 30 inch rain longwaytogo the,Texas,Victoria County
28027,48,600958397,8/26/2017,tornado warn include prairie view tx waller tx stagecoach tx until 15 pm cdt,Texas,Harris County
28028,49,600958397,8/26/2017,aviso de tornado incluye prairie view tx waller tx stagecoach tx hasta la 15 pm cdt,Texas,Harris County
28085,135,238638513,8/26/2017,good day to slow cook bolognese and enjoy hurricane cocktail wimberley texas,Texas,Hays County
28099,153,{'$numberLong': '2821974144'},8/26/2017,groot be out here weather the storm and we close early long the shop be not blow,Texas,Guadalupe County
28103,157,{'$numberLong': '2863330414'},8/26/2017,harvey update saturday 12 45pm,Texas,Galveston County
28118,176,200218668,8/26/2017,atfter eat 2lbs of cooky harvey houston skewston westside houston texas,Texas,Harris County
28166,239,45502218,8/26/2017,what have you be do the hurricane just grindin get better health fitness fit,Texas,Harris County
28170,244,58624342,8/26/2017,the destruction leave behind in rockport incrediable harvey wind level build toss car and soak ra,Texas,Dallas County
28171,246,58624342,8/26/2017,stop at nothing aransas pas officer recover american flag from harvey rain,Texas,Dallas County
28186,268,{'$numberLong': '840337590070984705'},8/26/2017,ni harvey no la chingada can keep away valentinastexmexbbq hechoconamor texmex bbq,Texas,Travis County
28201,286,127041541,8/26/2017,harvey hurricane houston dumb bray bayou,Texas,Harris County
28235,334,520260610,8/26/2017,what do you do when you re wait out hurricane you finish your wed thank you note,Texas,Travis County
28239,339,24090884,8/26/2017,hurricane harvey weather update 08 26 45pm new braunfels texas,Texas,Comal County
28263,373,{'$numberLong': '2874408405'},8/26/2017,storm damage report,Texas,Harris County
28287,405,968481366,8/26/2017,hurricane harvey can not stop nationaldogday houston texas,Texas,Harris County
28300,426,535421139,8/26/2017,hurricane mango drink mangorita mrsalreadystolemychamoustick foodporn palenque grill,Texas,Hidalgo County
28307,436,589419748,8/26/2017,tornado warn continue for huntington tx until 15 pm cdt,Texas,Angelina County
28336,477,262868556,8/26/2017,due to harvey uninvited presence and the advice of city official we prayerfully feel like the,Texas,Bexar County
28342,485,33828031,8/26/2017,wait on this storm harvey hurricane moscowmule eastside houston texas,Texas,Harris County
28353,500,20382744,8/26/2017,continue coverage hurricane harvey live houston coldbrew coffee drip downtown houston,Texas,Harris County
28375,526,14172960,8/26/2017,use hurricane harvey convenient excuse to load up on snack trader joe in austin tx,Texas,Travis County
28391,542,19983240,8/26/2017,greet from hurricane harvey the little darlin,Texas,Travis County
28427,596,589419748,8/26/2017,tornado warn include huntington tx zavalla tx until 00 pm cdt,Texas,Angelina County
28438,610,447708844,8/26/2017,do the hurricane have you feel extra hungry and snack every hour here be some smart,Texas,Harris County
28441,613,256212191,8/26/2017,hurricane breeze hurricaneharvey storm hurricane wind rain atx texas austin texas,Texas,Travis County
28494,688,15009515,8/26/2017,after long day and night of constant rain and storm we be,Texas,Harris County
28531,740,15673984,8/26/2017,homemade patobriens hurricane for survivingharvey dukesanddingssurvivingharvey,Texas,Harris County
28543,761,213535614,8/26/2017,the creek run by the house just thankful that it move harvey somuchrain,Texas,Fayette County
28547,767,{'$numberLong': '2157111554'},8/26/2017,can dig be away from this hurricane gammeeedaaayyy arlington texas,Texas,Tarrant County
28560,781,{'$numberLong': '2436056668'},8/26/2017,happy dog hurricane day adoptdontshop terriormix shihtzu boxersofinstagram hay texas,Texas,Hays County
28590,818,788387894,8/26/2017,storm be brew and we re not talk about harvey week of welcome be upon,Texas,Travis County
28599,833,600958397,8/26/2017,tornado warn include tomball tx jersey village tx pinehurst tx until 00 pm cdt,Texas,Montgomery County
28615,851,{'$numberLong': '2544227706'},8/26/2017,tornado warn include vidor tx buna tx evadale tx until 45 pm cdt,Texas,Jasper County
28618,855,24782975,8/26/2017,omg harvey ain get nothin on this white chicken chile by perfect on this rainy,Texas,Travis County
28652,38,{'$numberLong': '2214916851'},8/26/2017,wine then bed after 30 hour at work rid out hurricane harvey not at all excite,Texas,Harris County
28657,49,241931686,8/26/2017,after hurricane richmond texas,Texas,Fort Bend County
28667,62,{'$numberLong': '2544227706'},8/26/2017,tornado warn continue for tomball tx jersey village tx pinehurst tx until 00 pm cdt,Texas,Montgomery County
28678,75,18650886,8/26/2017,alligator sight in the hood harvey alligator neighborhood meyerland meyerland houston,Texas,Harris County
28681,79,18883998,8/26/2017,tropical storm harvey barely move,Texas,DeWitt County
28720,124,333448200,8/26/2017,houston area harvey estimate rainfall and we re just get start harvey,Texas,Harris County
28723,127,49733381,8/26/2017,hurricane harvey photo gracenica victoria texas,Texas,Victoria County
28729,136,14659820,8/26/2017,it wet here hurricane hurricaneharvey llbean beanboots atx levi levis501,Texas,Travis County
28731,140,933003360,8/26/2017,tornado shreveport la wfo region tornado warn,Texas,Angelina County
28739,149,994178646,8/26/2017,parent do not go out there hurricane come me will not,Texas,Travis County
28768,190,{'$numberLong': '2760928893'},8/26/2017,really first hurricane now tornado in my area minute,Texas,Harris County
28775,199,357731454,8/26/2017,can not see the tornado hurricaneharvey kcco igofhouston healthyliving beautifulday,Texas,Harris County
28850,304,21441775,8/26/2017,update tornado have be spot about 20 minute to the sw of base on the rotation of,Texas,Harris County
28912,385,65627593,8/26/2017,no hurricane can stop from eat chopstick,Texas,Bexar County
28914,387,245488199,8/26/2017,it rain again here harvey be still go strong,Texas,Harris County
28928,409,88121538,8/26/2017,always eccentric the emmy keep make peace offer to harvey the storm god zenfilm,Texas,Harris County
29045,563,58624342,8/26/2017,tornado just miss,Texas,Dallas County
29047,565,1428286710,8/26/2017,harvey wallbuilder tito vodka licor 43 fresh squeeze orange juice no tequila because mexican be not build,Texas,Harris County
29048,566,632283414,8/26/2017,well some people take this whole hurricane way too serious target store houston south,Texas,Harris County
29070,596,89814642,8/26/2017,get of the hurricane and come drink beer and whisk happy hour everyday austintx,Texas,Travis County
29092,622,36354551,8/26/2017,everyday we re hunkerin kid play it safe tornado move,Texas,Harris County
29095,626,34922009,8/26/2017,at 27 pm nw jersey village harris co tx law enforcement report tornado hgx,Texas,Harris County
29162,709,{'$numberLong': '2544227706'},8/26/2017,tornado warn continue for tomball tx pinehurst tx magnolia tx until 00 pm cdt,Texas,Montgomery County
29166,713,1392830352,8/26/2017,thank for the great weather harvey patioweather,Texas,Dallas County
29182,736,25017443,8/26/2017,oh no the flood harvey hurricaneharvey truthfully think our neighborhood be better,Texas,Harris County
29223,788,24660875,8/26/2017,he not fan of harvey but he be fan of lounge in his bed nationaldogday williedog,Texas,Travis County
29251,825,34922133,8/26/2017,at 56 pm converse bexar co tx broadcast medium report tropical storm ewx,Texas,Bexar County
29287,874,{'$numberLong': '2931384268'},8/26/2017,it good start and harvey ain stop now god bless texas all jennielouart,Texas,Johnson County
29294,884,328932731,8/26/2017,the only thing pour here noharvey escape waco texas harvey distillery tour roadtrip,Texas,McLennan County
29962,3,58624342,8/26/2017,the various model have different idea on what to do with the path of harvey dfwwx confusion,Texas,Dallas County
29970,15,350474324,8/26/2017,abram tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
29971,16,492491698,8/26/2017,adam garden tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Cameron County
29972,17,352837528,8/26/2017,addicks barker tx sit aug 26th pm forecast tonight storm lo 75 sunday thunder storm hi 80,Texas,Harris County
29973,18,360444240,8/26/2017,arlington tx sit aug 26th pm forecast tonight chance of storm lo 71 sunday chance of storm hi 85,Texas,Tarrant County
29975,20,492500684,8/26/2017,arroyo tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Cameron County
29976,21,361101784,8/26/2017,austin tx sit aug 26th pm forecast tonight storm lo 71 sunday thunder storm hi 75,Texas,Travis County
29978,23,492812240,8/26/2017,avondale tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Cameron County
29980,25,351112123,8/26/2017,brownsville tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Cameron County
29981,26,350470641,8/26/2017,chihuahua tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
29998,63,350474226,8/26/2017,citrus city tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30000,65,351399843,8/26/2017,cockrell hill tx sit aug 26th pm forecast tonight chance of storm lo 75 sunday chance of storm hi 85,Texas,Dallas County
30001,66,351352016,8/26/2017,dallas tx sit aug 26th pm forecast tonight chance of storm lo 75 sunday chance of storm hi 85,Texas,Dallas County
30002,68,606943561,8/26/2017,denton tx sit aug 26th pm forecast tonight chance of storm lo 71 sunday chance of storm hi 85,Texas,Denton County
30003,70,351070278,8/26/2017,edinburg tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30005,72,351071861,8/26/2017,faysville tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30006,73,360422758,8/26/2017,fort worth tx sit aug 26th pm forecast tonight chance of storm lo 71 sunday chance of storm hi 85,Texas,Tarrant County
30011,78,356885819,8/26/2017,garland tx sit aug 26th pm forecast tonight chance of storm lo 75 sunday chance of storm hi 85,Texas,Dallas County
30012,79,356662742,8/26/2017,grand prairie tx sit aug 26th pm forecast tonight chance of storm lo 75 sunday chance of storm hi 85,Texas,Dallas County
30013,80,350479856,8/26/2017,granjeno tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30014,81,934596475,8/26/2017,work on birthstone necklace and rid out hurricane harvey anyone else near or in the path,Texas,Harris County
30015,82,492819044,8/26/2017,harlingen tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Cameron County
30018,85,492833176,8/26/2017,kayare tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Cameron County
30020,89,351073887,8/26/2017,lull tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30021,90,350487210,8/26/2017,madero tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30022,91,355524920,8/26/2017,mcallen tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30024,93,360424884,8/26/2017,north richland hill tx sit aug 26th pm forecast tonight chance of storm lo 71 sunday chance of storm hi 85,Texas,Tarrant County
30025,94,350492371,8/26/2017,palmhurst tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30026,95,350494798,8/26/2017,palmview tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30027,96,350498943,8/26/2017,perezville tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30028,98,492015770,8/26/2017,progreso lake tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30029,99,492374873,8/26/2017,ramona tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30030,100,351075759,8/26/2017,red gate tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30031,101,360427216,8/26/2017,richland hill tx sit aug 26th pm forecast tonight chance of storm lo 71 sunday chance of storm hi 85,Texas,Tarrant County
30033,103,352086322,8/26/2017,san antonio tx sit aug 26th pm forecast tonight tropical storm condition lo 71 sunday tropical storm condition hi 79,Texas,Bexar County
30043,117,351078623,8/26/2017,san carlos tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30044,118,366985781,8/26/2017,san marcos tx sit aug 26th pm forecast tonight tropical storm condition lo 71 sunday tropical storm condition hi 75,Texas,Hays County
30045,119,351270676,8/26/2017,sharpstown tx sit aug 26th pm forecast tonight storm lo 75 sunday thunder storm hi 80,Texas,Harris County
30046,120,350502643,8/26/2017,sharyland tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30047,121,492842608,8/26/2017,stuart place tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Cameron County
30048,123,356670120,8/26/2017,sugar land tx sit aug 26th pm forecast tonight tropical storm condition lo 75 sunday thunder storm hi 81,Texas,Fort Bend County
30052,129,492396896,8/26/2017,weslaco tx sit aug 26th pm forecast tonight chance of storm lo 79 sunday chance of storm hi 99,Texas,Hidalgo County
30076,164,5794282,8/26/2017,hurricane harvey hurricaneharvey rainstorm cloud,Texas,Harris County
30110,215,263770484,8/26/2017,due to hurricane harvey all service for tomorrow sunday august 27 have be cancel be,Texas,Caldwell County
30142,260,266829563,8/26/2017,trap inside wait for harvey to pas wish be back in sunny spain throwback,Texas,Harris County
30164,289,{'$numberLong': '3193602020'},8/26/2017,myownpucameme meme memesdaily hurricaneharvey storm stormchaser sanantonio texas,Texas,Bexar County
30182,320,34921867,8/26/2017,at 03 pm nw port aransas gmz230 co tx other federal report hurricane crp,Texas,Aransas County
30205,351,351915951,8/26/2017,more rockport fulton high damage harvey rockport texas,Texas,Aransas County
30378,575,25171504,8/26/2017,hurricane party harveywho hurricaneharvey university bowl,Texas,Bexar County
30401,606,{'$numberLong': '2544227706'},8/26/2017,tornado warn continue for tomball tx pinehurst tx magnolia tx until 45 pm cdt,Texas,Waller County
30440,657,42837962,8/26/2017,hurricane sangria bernie burger bus katy,Texas,Fort Bend County
30475,712,483075544,8/26/2017,my hurricane harvey food be not gonna make itself so make this happen instead thank,Texas,Harris County
30504,752,241204640,8/26/2017,rid the storm out lose creek texas,Texas,Travis County
30544,801,30217359,8/26/2017,harvey still come in strong last hear 25 chance of sharknado atx hurricaneharvey,Texas,Travis County
30545,803,25133328,8/26/2017,tropical storm could not keep away from this wed so pump for this couple,Texas,Travis County
30629,13,1624023966,8/26/2017,all the rain from harvey have give me lot of time to get use to my new home ut21 dobie,Texas,Travis County
30630,14,{'$numberLong': '753316366053052416'},8/26/2017,ve be busy during our hurricane harvey evacuation hope everyone be safe and will be,Texas,Kerr County
30666,57,448036275,8/26/2017,hurricane harvey be wreak rain outside of my girlfriend house today stay cozy with,Texas,Harris County
30694,94,518143197,8/26/2017,hurricane harvey ain stoppin me from gettin to all this goodness,Texas,Travis County
30704,108,15233225,8/26/2017,go underground today to get out of harvey rain longhorncaverns longhorn cavern state park,Texas,Burnet County
30755,186,289048567,8/26/2017,we outchea except more like harvey be doin it,Texas,Travis County
30791,245,{'$numberLong': '3100111765'},8/26/2017,hurricane harvey get ppl like dis in da crib hide austin texas,Texas,Travis County
30802,257,34922133,8/26/2017,at 47 pm nw geronimo guadalupe co tx nw employee report tropical storm ewx,Texas,Guadalupe County
30812,271,{'$numberLong': '711645591185457152'},8/26/2017,well hurricane harvey put damper on our beach plan but we make,Texas,Nacogdoches County
30816,277,15488696,8/26/2017,hey harvey houndstooth coffee,Texas,Travis County
30817,278,107086134,8/26/2017,prayfortexas hurricane hurricaneharvey harvey pray prayer relief usa texas,Texas,Menard County
30853,327,218399961,8/26/2017,hurricane harvey could not stop my family birthday dinner saltgrass steak house,Texas,Harris County
30862,337,531904941,8/26/2017,leave it to harvey to make me miss home texas,Texas,Menard County
30882,367,29781027,8/26/2017,love this girl enough to drive through hurricane for her bridal shower so happy get to,Texas,Comal County
30890,379,34922133,8/26/2017,at 49 pm gonzales gonzales co tx law enforcement report tropical storm ewx,Texas,Gonzales County
30904,402,16111173,8/26/2017,batter but not beat harvey texas weloveweathertv reynoldswolf victoria,Texas,Victoria County
30909,409,286067085,8/26/2017,this be how we do it harvey 2017 texas house of gore,Texas,Brazoria County
30986,525,{'$numberLong': '2367517538'},8/26/2017,if rain on your wed day be good luck hurricane must mean lifetime of happiness ali,Texas,Montgomery County
30999,544,44951187,8/26/2017,chapelwood family pray for everyone affect by harvey hopedealers chapelwood chapelwood,Texas,Harris County
