,index,user_id,created_at,text,state,county
5426,14,{'$numberLong': '2307660186'},8/20/2017,my dollface take the world by storm do what you do best and,Texas,Waller County
7431,800,30782296,8/20/2017,it be great to meet the next senator from the great state of texas beto rourke harvey,Texas,Brazos County
7697,292,350474324,8/20/2017,abram tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7698,293,492491698,8/20/2017,adam garden tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 99,Texas,Cameron County
7699,294,352837528,8/20/2017,addicks barker tx sun aug 20th pm forecast tonight chance of storm lo 79 monday chance of storm hi 91,Texas,Harris County
7701,296,492500684,8/20/2017,arroyo tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 99,Texas,Cameron County
7706,301,492812240,8/20/2017,avondale tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 99,Texas,Cameron County
7708,303,351112123,8/20/2017,brownsville tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 99,Texas,Cameron County
7711,306,350470641,8/20/2017,chihuahua tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7712,307,350474226,8/20/2017,citrus city tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7715,311,351070278,8/20/2017,edinburg tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7716,312,351071861,8/20/2017,faysville tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7724,320,350479856,8/20/2017,granjeno tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7735,332,492819044,8/20/2017,harlingen tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 99,Texas,Cameron County
7736,333,350484546,8/20/2017,havana tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7737,334,351269059,8/20/2017,houston tx sun aug 20th pm forecast tonight chance of storm lo 79 monday chance of storm hi 91,Texas,Harris County
7740,337,492833176,8/20/2017,kayare tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 99,Texas,Cameron County
7742,340,351073887,8/20/2017,lull tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7743,341,350487210,8/20/2017,madero tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7746,344,350489915,8/20/2017,mission tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7748,346,350492371,8/20/2017,palmhurst tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7749,347,350494798,8/20/2017,palmview tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7750,348,350498943,8/20/2017,perezville tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7751,349,492836924,8/20/2017,primera tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 99,Texas,Cameron County
7753,351,492374873,8/20/2017,ramona tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7755,354,351075759,8/20/2017,red gate tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7761,361,351078623,8/20/2017,san carlos tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7762,362,351270676,8/20/2017,sharpstown tx sun aug 20th pm forecast tonight chance of storm lo 79 monday chance of storm hi 91,Texas,Harris County
7764,364,350502643,8/20/2017,sharyland tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7766,366,492842608,8/20/2017,stuart place tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 99,Texas,Cameron County
7767,367,356670120,8/20/2017,sugar land tx sun aug 20th pm forecast tonight chance of storm lo 75 monday chance of storm hi 91,Texas,Fort Bend County
7770,370,492396896,8/20/2017,weslaco tx sun aug 20th pm forecast tonight mostly clear lo 79 monday chance of storm hi 100,Texas,Hidalgo County
7792,397,249894505,8/20/2017,drink scatter storm by whole food brew,Texas,Harris County
8885,36,1691843972,8/20/2017,play berzerk by eminem and flagpole sitta by harvey danger at,Texas,Wichita County
11468,772,351269059,8/20/2017,houston tx sun aug 20th be forecast today chance of storm hi 95 tonight partly cloudy lo 79,Texas,Harris County
11509,827,351270676,8/20/2017,sharpstown tx sun aug 20th be forecast today chance of storm hi 95 tonight partly cloudy lo 79,Texas,Harris County
11512,830,356670120,8/20/2017,sugar land tx sun aug 20th be forecast today chance of storm hi 95 tonight partly cloudy lo 79,Texas,Fort Bend County
11523,16,352837528,8/20/2017,addicks barker tx sun aug 20th be forecast today chance of storm hi 95 tonight partly cloudy lo 79,Texas,Harris County
15265,607,350479856,8/21/2017,granjeno tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15268,610,350487210,8/21/2017,madero tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15270,612,492836924,8/21/2017,primera tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 99,Texas,Cameron County
15271,614,492015770,8/21/2017,progreso lake tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15272,615,492374873,8/21/2017,ramona tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15273,616,351075759,8/21/2017,red gate tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15340,704,350474324,8/21/2017,abram tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15342,706,352837528,8/21/2017,addicks barker tx mon aug 21st pm forecast tonight chance of storm lo 79 tuesday chance of storm hi 95,Texas,Harris County
15345,709,492500684,8/21/2017,arroyo tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 99,Texas,Cameron County
15346,710,492812240,8/21/2017,avondale tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 99,Texas,Cameron County
15348,712,351112123,8/21/2017,brownsville tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 99,Texas,Cameron County
15351,715,350470641,8/21/2017,chihuahua tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15352,716,350474226,8/21/2017,citrus city tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15356,720,351070278,8/21/2017,edinburg tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15361,725,492819044,8/21/2017,harlingen tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 99,Texas,Cameron County
15362,726,350484546,8/21/2017,havana tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15363,727,351269059,8/21/2017,houston tx mon aug 21st pm forecast tonight chance of storm lo 79 tuesday chance of storm hi 95,Texas,Harris County
15365,729,492833176,8/21/2017,kayare tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 99,Texas,Cameron County
15367,731,351073887,8/21/2017,lull tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15369,733,355524920,8/21/2017,mcallen tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15371,735,350489915,8/21/2017,mission tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15372,736,350492371,8/21/2017,palmhurst tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15373,737,350494798,8/21/2017,palmview tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15375,739,351078623,8/21/2017,san carlos tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15378,742,350502643,8/21/2017,sharyland tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15379,743,492842608,8/21/2017,stuart place tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 99,Texas,Cameron County
15382,746,356670120,8/21/2017,sugar land tx mon aug 21st pm forecast tonight chance of storm lo 75 tuesday chance of storm hi 95,Texas,Fort Bend County
15391,756,492396896,8/21/2017,weslaco tx mon aug 21st pm forecast tonight partly cloudy lo 75 tuesday chance of storm hi 100,Texas,Hidalgo County
15481,0,{'$numberLong': '2544227706'},8/25/2017,tornado warn continue for magnet tx old ocean tx pledger tx until 45 pm cdt,Texas,Matagorda County
15489,9,1253011800,8/25/2017,in between rain band tropicalstormforcewinds harvey victoria texas victoria texas,Texas,Victoria County
15496,17,15369495,8/25/2017,ksat12 news 5pm track harvey news ksatnews,Texas,Bexar County
15501,26,{'$numberLong': '825024187169439748'},8/25/2017,stop on by for your hurricane crowlers do not take chance stock up for the weekend the,Texas,Bexar County
15510,37,58624342,8/25/2017,the eyewall of hurricane harvey be close to move onshore with sustain hurricane force wind arrive soon,Texas,Dallas County
15511,39,58624342,8/25/2017,that time woman in galveston give fox news reporter beer while cover hurricane texashospitality harvey,Texas,Dallas County
15512,40,64217534,8/25/2017,hurricane force wind about to move onshore gust of 81 mph at aransas pas tx latest nhc update,Texas,Tarrant County
15530,62,487855924,8/25/2017,what do you do when there be hurricane head your way you keep your dinner date with your,Texas,Bexar County
15538,72,419411767,8/25/2017,one last gym sesh before steve harvey dump all the rain and terrible joke weekley family,Texas,Harris County
15549,90,{'$numberLong': '897208815468376064'},8/25/2017,austin atx harvey donation hurricane help hurricaneharvey tx texas love furbaby,Texas,Travis County
15550,91,34921867,8/25/2017,at 00 pm corpus christi nueces co tx public report hurricane crp,Texas,Nueces County
15552,96,29481992,8/25/2017,hurricane harvey be cause me to cut my trip to austin full 24 hour short so we re go,Texas,Travis County
15587,145,597987057,8/25/2017,set for the hurricane right hurricaneharvey hurricane,Texas,Bexar County
15591,149,42666895,8/25/2017,happy hour friday finale now 8p despite the storm loom we decide to move forward with the,Texas,Harris County
15609,177,600958397,8/25/2017,tornado warn include wharton tx boling tx iago tx until 15 pm cdt,Texas,Wharton County
15614,182,132693293,8/25/2017,sanantonio wait hurricaneharvey plow into corpuschristi storm hurricane weather,Texas,Bexar County
15615,183,600958397,8/25/2017,aviso de tornado incluye wharton tx boling tx iago tx hasta la 15 pm cdt,Texas,Wharton County
15638,212,{'$numberLong': '3579031339'},8/25/2017,we be locate in alvin tx which be currently be affect by hurricane harvey any order,Texas,Brazoria County
15662,242,182208659,8/25/2017,all set for harvey hurricaneparty letsgetdrunktonight sharingiscaring blowblowblow,Texas,Harris County
15685,269,45896425,8/25/2017,could not make it to the plan spot so we ll have drink here and then shelter at home staysafe harvey,Texas,Bexar County
15698,285,87987457,8/25/2017,in honor of hurricaneharvey give you harvey wallbanger happyharvey village of tiki,Texas,Galveston County
15704,293,319057074,8/25/2017,may be off work for the rest of the day but can not stop follow hurricane,Texas,Tarrant County
15727,332,26773102,8/25/2017,definitely prepare for the hurricane hurricane hurricaneharvey htx houston,Texas,Harris County
15733,340,191408111,8/25/2017,this be from tropical storm allison some yea ago now let,Texas,Harris County
15748,360,47637260,8/25/2017,everyone be buy gas water and grocery for the come storm we be prepare by catch,Texas,Bexar County
15754,367,191408111,8/25/2017,this be from tropical storm allison some year ago now let,Texas,Harris County
15770,388,19094933,8/25/2017,calmbeforethestorm gooddog dog pet animal texas storm hurricane hurricanharvey harvey,Texas,Brazoria County
15775,397,1549892382,8/25/2017,it be 76 deg outside and 290 look like this at 30 on weeknight surreal harvey,Texas,Harris County
15791,418,1920000954,8/25/2017,love watch good storm hurricanharvey galveston texas storm galveston texas,Texas,Galveston County
15792,420,537556912,8/25/2017,hurricane harvey waffle now bake,Texas,Travis County
15796,425,24490010,8/25/2017,here go my weekend repost get repost harvey rainestimates,Texas,Harris County
15836,473,348594520,8/25/2017,just mamma and her girl hunker in for whatever harvey throw,Texas,Montgomery County
15857,496,{'$numberLong': '898761612995301377'},8/25/2017,come one and get your flavor right now austintx fridayfeeling hurricane harvey2017 love,Texas,Travis County
15894,554,333157340,8/25/2017,look for that dry spot pitbulllove pitbullbuddies pitbulladvocate hurricane,Texas,Brazoria County
15910,573,{'$numberLong': '3610644624'},8/25/2017,here in texas we ve be watch hurricane harvey intensify and head towards our coast over,Texas,Harris County
15929,598,333448200,8/25/2017,there be still more question than answer but the latest forecast have hurricane harvey,Texas,Harris County
15940,611,24572519,8/25/2017,the calm before the storm harvey hurricaneharvey home theheights houston shadyacres,Texas,Harris County
15949,625,35087398,8/25/2017,tornado warn cell angleton tx txwx harvey angleton texas,Texas,Brazoria County
15963,642,58624342,8/25/2017,what not to do during hurricane,Texas,Dallas County
15975,656,{'$numberLong': '4807234600'},8/25/2017,run from this storm fast you can harvey category4 notajoke corpus christi texas,Texas,Nueces County
15980,662,43368140,8/25/2017,harvey be knock at our door be super safe everyone texas,Texas,Menard County
15986,669,19383505,8/25/2017,update on hurricane harvey with our on the scene apollo roger deards texas bbq and all,Texas,Fort Bend County
15991,679,232318238,8/25/2017,well our 1st power outage of this fun storm and we have not hardly get anything river,Texas,Fort Bend County
15992,680,32695795,8/25/2017,harvey 2face cat now,Texas,Dallas County
15997,686,1021239846,8/25/2017,hurricane schmurricane my boy justin be get pummel out there guess someone have to draw,Texas,Bexar County
16003,692,600958397,8/25/2017,aviso de tornado incluye angleton tx west columbia tx needville tx hasta la 45 pm cdt,Texas,Brazoria County
16005,694,{'$numberLong': '2604201140'},8/25/2017,rid out the storm in style hurricaneharvey bow wow bath,Texas,Montgomery County
16011,701,333448200,8/25/2017,break harvey now category hurricane with 130 mph wind and slow down bite move,Texas,Harris County
16012,703,47725837,8/25/2017,when you think you be hour away from any hurricane activity and the sky start get,Texas,Tarrant County
16013,704,581430349,8/25/2017,we will not be open tomorrow for the brunch due to hurricane warn russianhouse,Texas,Travis County
16025,716,502316525,8/25/2017,ready for the storm we hope chicken house secure drainage ditch dig finger and toe,Texas,Travis County
16026,717,600958397,8/25/2017,aviso de tornado incluye wharton tx boling tx hungerford tx hasta la 45 pm cdt,Texas,Wharton County
16039,735,339716264,8/25/2017,hurricaneharvey hurricane storm texas corpuschristi tormenta huracan harvey,Texas,Nueces County
16061,760,21223250,8/25/2017,hurricane ike 2008 houston texas,Texas,Harris County
16065,765,34921867,8/25/2017,at 00 pm corpus christi nueces co tx train spotter report hurricane crp,Texas,Nueces County
16116,821,621872337,8/25/2017,pre hurricane irving texas,Texas,Dallas County
16133,843,1267604856,8/25/2017,hurricane on it way but be excite to play billy bragg amp bowie vinyl in protective plastic,Texas,Harris County
16135,846,19417127,8/25/2017,star lynx go starz oh yeah yes there be hurricane come bu brooklyn lager photo,Texas,Bexar County
16141,854,184892191,8/25/2017,just get real if you be not in the path of the hurricane pray for those that be,Texas,Bexar County
16145,858,22417225,8/25/2017,harvey dinner 2010 drink great houston texas,Texas,Harris County
16149,865,{'$numberLong': '2258463613'},8/25/2017,god forbid catastrophe hit kyle we can not even handle hurricane,Texas,Hays County
16152,869,45274657,8/25/2017,rain hurricane psshhh whatever fyxation fyxationeastside eastside bike bikelife,Texas,Bexar County
16157,877,58624342,8/25/2017,harvey now category hurricane max sustain wind at 130 mph,Texas,Dallas County
16158,878,58624342,8/25/2017,harvey be now cat storm with landfall shortly extreme wind warn be in effect this be very serious situa,Texas,Dallas County
16159,0,58624342,8/25/2017,harvey just upgrade to category hurricane say nat hurricane center with wind btwn 131 155mph,Texas,Dallas County
16160,1,58624342,8/25/2017,harvey continue to intensify and be now category hurricane with maximum sustain wind of 130 mp,Texas,Dallas County
16163,4,{'$numberLong': '2544227706'},8/25/2017,tornado warn continue for angleton tx west columbia tx needville tx until 45 pm cdt,Texas,Brazoria County
16164,6,{'$numberLong': '3898187952'},8/25/2017,harvey be now category hurricane ready guess that mean my urine output will be,Texas,Harris County
16167,12,355946702,8/25/2017,every lane open 10 cart deep worse than thanksgiving harvey heb apocalypse round rock,Texas,Williamson County
16169,15,83070114,8/25/2017,pre hurricane taco at in austin tx,Texas,Travis County
16185,36,552908419,8/25/2017,nicole design be locate houston tx and be prepare for hurricane harvey to make landfall,Texas,Harris County
16186,37,755937738,8/25/2017,this be what do when hurricane harvey be come supporter sherocks rideordiemomma,Texas,Walker County
16193,46,282358738,8/25/2017,hello harvey drive into the storm ledbetter texas,Texas,Fayette County
16217,84,55774523,8/25/2017,leave hurricane katrina 2005 right hurricane harvey 2017 oh my hurricaneharvey,Texas,Harris County
16228,97,1529758664,8/25/2017,wait for hurricane harvey to arrive beniceharvey prayfortexas south shore harbour,Texas,Galveston County
16229,98,1322875490,8/25/2017,harvey biggest test yet for arlington red cross warehouse,Texas,Tarrant County
16234,103,14214586,8/25/2017,sorry harvey maybe next time austin bergstrom international,Texas,Travis County
16255,130,335849549,8/25/2017,brace for harvey resource for shelter food supply and transportation with resident of the teamninja,Texas,Bexar County
16260,137,600958397,8/25/2017,aviso de tornado incluye angleton tx holiday lake tx bailey prairie tx hasta la 00 pm cdt,Texas,Brazoria County
16263,141,221141403,8/25/2017,damn harvey hurricaneharvey austin texas,Texas,Travis County
16277,159,1353300517,8/25/2017,before harvey the beach on north padre island,Texas,Nueces County
16283,167,16973203,8/25/2017,wind be pick up just over of rain today the worst be yet to come funtimes harvey,Texas,Fort Bend County
16287,172,7190142,8/25/2017,thursday night wait on harvey damnyouharvey oak cliff place houston texas,Texas,Harris County
16288,174,{'$numberLong': '3246663378'},8/25/2017,tornado watch till pm be this hmmm onmywayhome ghosttown,Texas,Fort Bend County
16300,190,514390681,8/25/2017,fortunately here at swimswam hq in texas we ve get plenty of hurricane supply,Texas,Harris County
16326,224,99715486,8/25/2017,storytelling meanwhile in san antonio the grocery store our go crazy hurricane harvey,Texas,Bexar County
16329,230,23879006,8/25/2017,outer band beer in goof harvey drink tank farmhouse ale by at,Texas,Harris County
16331,232,19383505,8/25/2017,hurricane harvey update with our on the scene apollo harvey now hurricane roger,Texas,Fort Bend County
16333,234,{'$numberLong': '760833804365725700'},8/25/2017,cryotexas be close tomorrow due to the storm when we post update on social medium on our,Texas,Harris County
16334,235,223932165,8/25/2017,nala be pretty nervous so far about the lack of rain harvey rhodesianridgeback foundation,Texas,Harris County
16336,238,{'$numberLong': '2850315393'},8/25/2017,hurricane harvey set to move ashore late friday,Texas,Harris County
16337,239,306543509,8/25/2017,hurricane harvey weekend we be ready all the food water and we get it stash away but,Texas,Harris County
16364,279,32401095,8/25/2017,the silence before the storm houston hellohurricane harvey houston texas,Texas,Harris County
16387,306,{'$numberLong': '2544227706'},8/25/2017,tornado warn continue for angleton tx holiday lake tx bailey prairie tx until 00 pm cdt,Texas,Brazoria County
16428,355,{'$numberLong': '3050827782'},8/25/2017,hurricane harvey be now cat and about to enter around my,Texas,Aransas County
16429,356,22417225,8/25/2017,it begin harvey houston texas,Texas,Harris County
16433,365,28493789,8/25/2017,wino hurricane harvey deweychronicles movienight katy texas,Texas,Harris County
16442,376,23884832,8/25/2017,this wind already strong and the storm aint even touch down yet,Texas,Brazoria County
16445,379,152381151,8/25/2017,harvey who whathurricane mission texas,Texas,Hidalgo County
16451,388,14448173,8/25/2017,official hurricaneharvey food gauge houston weather hurricane harvey houston texas,Texas,Harris County
16470,410,64283968,8/25/2017,harvey overtime southeast houston houston texas,Texas,Harris County
16506,456,{'$numberLong': '2864061615'},8/26/2017,update more than 900 texas guardsman mobilize in support of hurricane harvey,Texas,Fort Bend County
16512,462,{'$numberLong': '3820016232'},8/26/2017,texas stay strong harvey come in just gotta let this storm take it path lorrrd,Texas,Blanco County
16523,480,309378801,8/26/2017,el hurac harvey alcanza categor ya afecta la costa texas,Texas,Cameron County
16528,485,216501150,8/26/2017,now category hurricane at 130 mph hope you re safe friend hurricaneharvey smtx,Texas,Hays County
16543,502,19587892,8/26/2017,fuck off harvey party tgif bar201 tonight no cover plus 80 buchanan bottle before,Texas,Hidalgo County
16545,504,{'$numberLong': '2544227706'},8/26/2017,tornado warn continue for brazoria county tx until 15 pm cdt,Texas,Brazoria County
16552,512,576801659,8/26/2017,the last swim before harvey before we have to swim around town,Texas,Harris County
16555,515,58624342,8/26/2017,harvey be begin to slow down the inner eyewall approach port aransas very dangerous situation the next,Texas,Dallas County
16556,516,58624342,8/26/2017,the last category hurricane to hit texas be hurricane carla in 1961,Texas,Dallas County
16564,527,620288298,8/26/2017,to all my friend in the path of hurricane harvey please stay safe send positive vibe,Texas,Tarrant County
16578,542,1835263177,8/26/2017,know there hurricane come but can just say excite about add even more,Texas,Travis County
16580,544,180256171,8/26/2017,rain or storm 2018 we re come for you betofortexas betoforsenate scholz garten,Texas,Travis County
16592,561,1914178626,8/26/2017,harvey update light wind and rain so far san antonio texas,Texas,Bexar County
16598,568,600958397,8/26/2017,aviso de tornado incluye angleton tx danbury tx hoskins tx hasta la 45 pm cdt,Texas,Brazoria County
16614,587,67631491,8/26/2017,calm before the storm drink spontancherry fredriksdal 2015 by eado photo,Texas,Harris County
16642,625,129541174,8/26/2017,esperando el hurac harvey houston texas,Texas,Harris County
16643,626,50224120,8/26/2017,harvey make me bake hurricanebaking keepingbusy yumm,Texas,Harris County
16648,632,180523179,8/26/2017,tonight austin atx atxmusic with harvey who all we get,Texas,Travis County
16662,648,{'$numberLong': '838209252032393216'},8/26/2017,prepare for this hurricane shit staywoke teambens timber creek,Texas,Harris County
16666,654,53237728,8/26/2017,the buddha fountain be tie down amp ready to go be safe harvey newport crosby texas,Texas,Harris County
16667,655,290569938,8/26/2017,when football be life but you also want to keep up with the storm,Texas,Montgomery County
16677,668,197649754,8/26/2017,hurricane shumurican cure at pearl,Texas,Bexar County
16678,669,19929006,8/26/2017,one last bike ride hurricaneprep harvey hurricaneharvey kingwood texas,Texas,Harris County
16683,678,42067411,8/26/2017,hurricane party atx austin texas hurricane delicious bartendertyson instagood decision,Texas,Travis County
16690,686,{'$numberLong': '2836842356'},8/26/2017,safe from harvey weslaco texas,Texas,Hidalgo County
16693,690,15276250,8/26/2017,all out buy milk and bread buncha sucker hurricaneparty harvey hurricaneharvey,Texas,Bexar County
16695,692,279238665,8/26/2017,before the storm lt 00pm on 25 17 hurricaneharvey houston texas,Texas,Harris County
16696,695,885850147,8/26/2017,when hurricane be come and you can not go anywhere bore af harvey harveyhurricane,Texas,Harris County
16698,697,58624342,8/26/2017,the last category hurricane to hit texas be more than 50 year ago hurricane carla on 11 61 harvey2017,Texas,Dallas County
16699,698,58624342,8/26/2017,want to understand what category four storm can do picture an ef2 tornado on and off for an hour over your,Texas,Dallas County
16701,701,96026289,8/26/2017,hurricane harvey hit texas hurricane texas tropicalstorm houston texas,Texas,Harris County
16702,702,282358738,8/26/2017,harvey rain band come in waller texas,Texas,Waller County
16706,706,{'$numberLong': '838209252032393216'},8/26/2017,hurricane harvey houstonweather texasproblems wheresbatman,Texas,Harris County
16718,722,61693544,8/26/2017,when it take hurricane to get dinner with your best friend aviator pizza amp brew company,Texas,Travis County
16723,731,191724597,8/26/2017,hurricane celebration with my lovely bride and my mother in law at our club april sound,Texas,Montgomery County
16745,759,102023260,8/26/2017,stay safe texas texas hurricane staysafe besafe austin hurricaneharvey welcome west,Texas,Travis County
16751,765,34921867,8/26/2017,at 59 pm corpus christi nueces co tx public report hurricane crp,Texas,Nueces County
16756,771,23358363,8/26/2017,our hurricane survival kit we should be ok hurricaneharvey hurricane safezone,Texas,Bexar County
16757,772,30207754,8/26/2017,this water better give me superpower to push away hurricane harvey houston texas,Texas,Harris County
16760,776,{'$numberLong': '2544227706'},8/26/2017,tornado warn continue for angleton tx danbury tx until 45 pm cdt,Texas,Brazoria County
16790,817,372982669,8/26/2017,we re open for normal business hour this this friday even during the landfall of hurricane,Texas,Harris County
16801,833,{'$numberLong': '838209252032393216'},8/26/2017,storm be come hurricaneharvey timber creek place houston texas,Texas,Harris County
16805,838,1075248715,8/26/2017,hey tropical maniac we have to do little limb trim in hurricane wire be arc,Texas,Matagorda County
16840,12,34921867,8/26/2017,at 30 pm port aransas nueces co tx public report hurricane crp,Texas,Aransas County
16849,25,{'$numberLong': '3255232818'},8/26/2017,damn hurricane harvey2017 get me on diet lol food staysafe houston texas,Texas,Harris County
16850,26,562990678,8/26/2017,where be harvey with my man dexyjones fort bend county texas,Texas,Fort Bend County
16858,38,1581806766,8/26/2017,the flat be ready for harvey and flight 1701 be ready for takeoff dj sun and melodic have you,Texas,Harris County
16872,56,378253916,8/26/2017,rock you like hurricane oskar blue brewery austin,Texas,Travis County
16899,90,25066625,8/26/2017,harvey shmarvy soup what for dinner just make,Texas,Travis County
16901,92,720488473,8/26/2017,give your worst harvey we re so frickin ready for you,Texas,Travis County
16920,116,823689,8/26/2017,now we re in full on storm prepper mode costco wholesale in austin tx,Texas,Travis County
16923,121,275879713,8/26/2017,calm before the storm hurricaneharvey harveyaintplayin drip,Texas,Hays County
16955,158,43208631,8/26/2017,texas hurricane prep with whataburger sylvan beach park,Texas,Harris County
16968,174,{'$numberLong': '754072772884754432'},8/26/2017,calm before the storm harvey hurricane houston houstontx hurricaneharvey 2017,Texas,Harris County
16974,183,32601452,8/26/2017,hurricane harvey be here and the goat and mvp have find solution to have fun and keep safe at,Texas,Harris County
16981,191,35565649,8/26/2017,harvey almost cause me to miss flexfriday during this calmbeforethestorm get my,Texas,Bexar County
16988,198,11243562,8/26/2017,whelp harvey alief houston,Texas,Harris County
17002,217,64217534,8/26/2017,80 almost the entire 10 day harvey do not look to have significant impact on north tx just some scatter,Texas,Tarrant County
17003,218,154686009,8/26/2017,harvey darksky dubuisson family pad,Texas,Brazos County
17004,220,58624342,8/26/2017,what not to do in hurricane part,Texas,Dallas County
17012,229,7065942,8/26/2017,eclipse before the storm but not at the eclipse justapictureofacarparkedattheofficethen,Texas,Travis County
17028,248,51483359,8/26/2017,the calm before the storm makeitrainlikespoonercane harveycantruinourparty austin texas,Texas,Travis County
17052,280,80621488,8/26/2017,the harvey hurricane start to show it self in houston rain rain rainyday,Texas,Harris County
17073,308,23861549,8/26/2017,harvey mof ndose de mi ha salido hasta el sol club at stone,Texas,Bexar County
17088,329,82274270,8/26/2017,outside band of hurricane harvey corpus christi texas,Texas,Nueces County
17120,368,21973037,8/26/2017,when there be storm come go for burger hopdoddy bestburgerintown fridayfun,Texas,Travis County
17130,387,{'$numberLong': '795994847379329024'},8/26/2017,welp hurricaneharvey hurricaneharvey2017 harvey westside houston texas,Texas,Harris County
17153,420,15181421,8/26/2017,the little town of uvalde be kickin tonight with hurricane evacuee still get in my favorite,Texas,Uvalde County
17196,478,29037260,8/26/2017,what hurricane what tornado warn workout do wod workout crossfit homegym,Texas,Harris County
17206,491,414439146,8/26/2017,jussss chillin wait for hurricane harvey put together workout clip external,Texas,Harris County
17215,504,{'$numberLong': '898761612995301377'},8/26/2017,come on down austin hurricane love paradiseicetogo,Texas,Travis County
17219,508,1437479665,8/26/2017,take cover mini hurricane in el paso at game el paso texas,Texas,El Paso County
